id	Author	Quotes	Queries	Key_Words
59d5951b-e846-49a0-9900-4160c80809eb	George S. Clason	It costs nothing to ask wise advice from a good friend.	I need your advice || please guide me	advice
71f7bfb0-536a-4380-b214-eb4bf130ce7d	George S. Clason	Men of action are favored by the Goddess of good luck.	I want to be lucky || I want good luck || why so much bad luck? || why so unlucky?	luck || action
229039f4-6b0f-4c09-82db-b709a39f8411	George S. Clason	Opportunity is a haughty goddess who wastes no time with those who are unprepared	I am not ready || I don’t have opportunity || I want opportunity	opportunity || ready || unprepared
a00d42b9-c4ae-4e4e-8811-465b709e2d5e	George S. Clason	Our acts can be no wiser than our thoughts.	I have plans || I think a lot || I want to do it	act || idea
1130c9b5-35ee-4995-85f8-095ecb8c813f	George S. Clason	The hungrier one becomes, the clearer one’s mind works— also the more sensitive one becomes to the odors of food.	I am broke || I want vision || I don’t have vision	hugary || broke
125ca023-6922-4540-83e9-e7be223781c1	George S. Clason	Listen to the acient wisdom. The sun that shines today is the sun that shone when thy father was born, and will still be shining when thy last grandchild shall pass into the darkness.	Why should I listen to ancient wisdom? || Why should I listen to you? || your wisdom is outdated	wisdom
c2e43694-7e01-4429-8c1b-e56c41d21126	George S. Clason	The thoughts of youth are bright lights that shine forth like the meteors that oft make brilliant the sky, but the wisdom of age is like the fixed stars that shine so unchanged that the sailor may depend upon them to steer his course.	Why should I listen to ancient wisdom? || Why should I listen to you? || your wisdom is outdated	wisdom
3bf85c22-9522-4ec1-b24a-3189010bcba2	George S. Clason	Wealth, like a tree, grows from a tiny seed. The first copper you save is the seed from which your tree of wealth shall grow. The sooner you plant that seed the sooner shall the tree grow. And the more faithfully you nourish and water that tree with consistent savings, the sooner may you bask in contentment beneath its shade	How to become rich and wealthy? || How to become a millionaire?	millionaire || rich
866ebd71-77f6-4e64-ac18-aea52652b9b1	George S. Clason	Where the determination is, the way can be found.	I can’t find my way || I am lost	determination || way
9bb6a3c3-60d9-4598-8442-158cf13e1d51	George S. Clason	Will power is but the unflinching purpose to carry the task you set for yourself to fulfillment.	I don’t have will power || my will power is strong	will power
230357d3-e866-4426-b2ad-f60282ff5753	George S. Clason	Good luck can be enticed by accepting opportunity.	I want to be lucky || I want good luck || why so much bad luck? || why so unlucky?	opportunity || luck
c16f007f-b9b7-4c7a-b7d1-c550c029750c	George S. Clason	Those eager to grasp opportunities for their betterment, do attract 'good luck'	how to attract good luck? || how to be lucky?	opportunity || luck
99a3e8fd-4802-4f9a-bc7f-722106fd48e6	George S. Clason	And when youth comes to age for advice he receives the wisdom of years.	I need your advice || please guide me	wisdom || advice
aef129f6-58ac-465d-b448-f0a6ad59d990	George S. Clason	Action will lead you forward to the success you desire.	i want to be successful || I want to do lots of things || I want to do actions	success || actions
27a370bd-b113-40bb-9b87-a5c88160c7d5	George S. Clason	Set yourseflf a task, be it ever so trifling, that you shall see it through. How else will you have the confidence in yourself to do important things?	my journey is hard || I am through difficult times || I want to achieve impossible	
b87e88ac-520f-46e8-87f7-148f9afb6584	George S. Clason	It is true that money cannot buy happiness but it does make it possible for you to enjoy the best that the world has to offer.	Money is not everything || Money cannot buy happiness	
280c63d7-afaa-4693-b4aa-9c404778adad	George S. Clason	Money is plentiful for those who understand the simple laws which govern its acquisition.	I need money || how to be rich	rich
908e7ec9-5fca-461a-b495-2f895d7ceb7b	George S. Clason	Truth is always simple.	What is the truth || tell me the truth || I don’t see the truth	truth || simple
34bf3aa9-3efd-453c-9b21-732455605b79	George S. Clason	Wealth is power. With wealth many things are possible.	Money is not everything || Money cannot buy happiness	weatlh
b741db9f-6cd2-4889-ad35-40c1589c0120	George S. Clason	When in doubt, observe and ask questions. When certain, observe at length and ask many more questions	I have a question || can I ask || I am full of doubts || I am confused	questions || doubt || observe
2656aa85-800c-4af3-868c-a60b1d3389f2	George S. Clason	Luck has a peculiar habbit of favoring those who don’t depend on it.	I want to be lucky || I want good luck || why so much bad luck? || why so unlucky?	luck
6b8fa21e-387c-41aa-8934-e6f4bf54df36	George S. Clason	Seek advice from those who are competent through their own experience and success to give it	I need your advice || please guide me	advice
fb00b10b-2aa8-4c1b-99a5-f80ee546f185	Jim Rohn	Success is not to be pursued, it is to be attracted by the person you become.	What is the secret to success? || What is the key to success?	success
0282778f-1bb9-4657-be61-869b4006b3b9	Jim Rohn	Profits are better than wages. Once I understood that, I became rich. Wages makes you a living; profits make you a fortune. Start by working full time on your job and part time on your fortune.		
f5912043-aa7d-4aae-b78b-3f8b817c50f1	Jim Rohn	Remember! One neglect leads to another. If you are neglectful in one area of your life, you will become neglectful in others as well.		neglect
663d5dbc-5e39-4344-b7be-ca6c25b3999d	Jim Rohn	Start from wherever you are and with whatever you’ve got.		start || nothing
bc86cfee-a02b-485f-b44d-cf669758854f	Jim Rohn	If you don’t like how things are, change it! You’re not a tree.		change
95717511-107c-456c-96e2-71e2296205a3	Jim Rohn	Don’t say, ‘If I could, I would.’ Say, ‘If I can, I will.’		could || would || will
c03d08ad-983f-4d53-8a1e-33ab71189cc6	Jim Rohn	Discipline has within it the potential for creating future miracles		discipline || miracles
43623ccb-e5a1-4e78-8a03-e314960a512c	Jim Rohn	Life is not just the passing of time. Life is the collection of experiences and their intensity.		life
ce395e76-0e49-4f92-a7bf-a28d424367d3	Jim Rohn	Success is neither magical nor mysterious. Success is the natural consequence of consistently applying basic fundamentals.		success
3b127e3f-2f2e-489d-a53d-2605309849af	Jim Rohn	If you go to work on your goals, your goals will go to work on you. If you go to work on your plan, your plan will go to work on you. Whatever good things we build end up building us.		goals
b54a32a1-0e92-4d7a-ab58-d17766fd5f15	Jim Rohn	Learning is the beginning of wealth. Learning is the beginning of health. Learning is the beginning of spirituality. Searching and learning is where the miracle process all begins.		learning || miracle || searching
8eb05b6b-c746-4aa4-8b31-84e5dc14d274	Jim Rohn	Your personal philosophy is the greatest determining factor in how your life works out.		philosophy
bb71275f-202c-43aa-8f3f-2dc480951482	Jim Rohn	We must all wage an intense, lifelong battle against the constant downward pull. If we relax, the bugs and weeds of negativity will move into the garden and take away everything of value.		negativity
ba61d7dc-7031-4c51-9985-d22f4b82e827	Jim Rohn	Don’t wish it was easier, wish you were better. Don’t wish for less problems, wish for more skills. Don’t wish for less challenge, wish for more wisdom.		challenge
3e92c7a0-4f76-4184-8a74-eb576fa1cf85	Jim Rohn	The challenge of leadership is to be strong, but not rude; be kind, but not weak; be bold, but not a bully; be thoughtful, but not lazy; be humble, but not timid; be proud, but not arrogant; have humor, but without folly.		leadership
e9b5ac2a-38b0-49f0-bb57-05e5cd8a4902	Jim Rohn	We must all suffer one of two things: the pain of discipline or the pain of regret.		discipline
007336ce-9dac-4bbc-a027-154378e2ac83	Jim Rohn	Days are expensive. When you spend a day you have one less day to spend. So make sure you spend each one wisely.		day || time
48da4d14-8854-4fac-bf4a-9ad7aefd954b	Jim Rohn	Discipline is the bridge between goals and accomplishment.	How to achieve my dreams? || How to accomplish my goal?	discipline
94d08bd0-78ee-460a-9f3f-7f4de4ef662a	Jim Rohn	If you are not willing to risk the unusual, you will have to settle for the ordinary.		risk
ee7deb5c-5647-4661-a92e-0568a11f020a	Jim Rohn	Motivation is what gets you started. Habit is what keeps you going.		habit || motivation
b7e75526-ecd3-4bd3-9fe8-e2bb07147b0b	Jim Rohn	Success is nothing more than a few simple disciplines, practiced every day.	Define success	discipline || success
45d260b1-c040-426d-8000-4b6cbebc27ae	Jim Rohn	Don’t join an easy crowd; you won’t grow. Go where the expectations and the demands to perform are high.		easy
9232d6f4-3307-47cd-a88d-ea101dca0c77	Jim Rohn	Learn how to be happy with what you have while you pursue all that you want.		Happy
1c68da74-b868-4d1b-9813-3b34c9227844	Jim Rohn	Work harder on yourself than you do on your job.		myself
da38c325-3a11-4dbf-b5d6-1524ec7b91f6	Jim Rohn	For things to change, you have to change.		change
257021c6-f828-40ce-acee-a382a22e2587	Jim Rohn	Don’t let your learning lead to knowledge. Let your learning lead to action.		action
56fd6098-fd58-406f-8325-c5be42cd283c	Jim Rohn	You are the average of the five people you spend the most time with.		circle
b4e5e703-f825-4a2c-8c4e-afafbeda20b2	Jim Rohn	Time is more valuable than money. You can get more money, but you cannot get more time		time
e6bd8b68-0152-4803-9964-710c8ccd2687	Jim Rohn	Formal education will make you a living, self-education will make you a fortune.		college
5bb06583-d5fb-40ab-afc9-365df21a088b	Jim Rohn	Life does not get better by chance, it gets better by change.		change
7a3e7762-2a0a-46dd-8529-5843ab255842	Jim Rohn	Poor people spend their money and save what’s left, rich people save their money and spend what’s left.		poor
b4115d12-2699-4c6e-9ae6-4227aeb4928c	Jim Rohn	Living life in style also means living a life of balance.		
67c6e3e6-870f-4734-84bf-8bedf99b3e75	Jim Rohn	You cannot change your destination overnight but you can change your direction overnight.		
b2f32c76-94c4-4610-8888-b6935d7c96b3	Jim Rohn	Successful people do what unsuccessful people are not willing to do.		successful
2fefef20-34b1-487a-af6f-a4028a986803	Jim Rohn	Unless you change how you are, you will always have what you got.		change || more
ea7bef48-e99a-4b92-ae23-3bd6bc7c7502	Jim Rohn	Either you run the day or the day runs you.		
72233050-8627-4bf8-a3dc-8f05e5a66705	Jim Rohn	Take care of your body. It’s the only place you have to live.		body
ace45371-0fdd-42bd-b197-228d2440fccd	Jim Rohn	Finding is reserved for those who search		search || findings
c08fd5af-bae3-4ed7-a344-c1ee0a30a871	Jim Rohn	Happiness is not something you postpone for the future; it is something you design for the present.		happiness || present
40ffb71e-e417-4c93-847c-7391ca572958	Jim Rohn	Let others lead small lives, but not you. Let others argue over small things, but not you. Let others cry over small hurts, but not you. Let others leave their future in someone else’s hands, but not you.		
9a757ec8-10b3-41fc-a58d-6310fd9fee84	Jim Rohn	The more you care, the stronger you can be.		stronger
3a7cba49-8dee-4175-9318-acdee50143b4	Jim Rohn	If you don’t sow, you don’t reap. You don’t even have a chance.		try || attempt
38a9c431-1ca3-4086-8512-5362dc31e37d	Jim Rohn	You must be careful not to let your current appetites steal away any chance we might have for a future feast.		
ca1b11be-6316-4e9d-9fa9-6d7dcf070f3c	Jim Rohn	If you don’t design your own life plan, chances are you’ll fall into someone else’s plan, and guess what they have planned for you? Not much.		
ba6c36c0-acab-4ef9-aa9b-48b29375e681	Jim Rohn	The major key to your better future is you.	What is the key to a good life?	future
7461ae29-ea51-4355-9235-45528ff8f92f	Jim Rohn	he worst thing one can do is not to try, to be aware of what one wants and not give in to it, to spend years in silent hurt wondering if something could have materialized.		try
62735153-42c8-4ae7-b5f0-3b7ef996e515	Jim Rohn	If you grow, everything grows for you.		grow
b024422c-519c-4159-8668-536025111fb5	Jim Rohn	For every disciplined effort, there is a multiple reward.		
eadcc374-6fc7-40d9-b95a-b31ac21877cd	Jim Rohn	The stronger the why, the easier the how becomes. When you know what you want, and you want it bad enough, you will find a way to get it.		how
038f8355-5885-4b06-85f1-26334c2b1a85	Jim Rohn	We cannot move casually into a better future. We cannot casually pursue the goal we have set for ourselves. A goal that is casually pursued is not a goal, at best it is a wish, and wishes are little more than self-delusion		wish
a22d7daf-fb58-4510-aceb-903fa1fc7458	Jim Rohn	Don’t spend major time on minor things.		
c3cf4ee5-5391-49f6-a309-e265584d2103	Jim Rohn	Every day, stand guard at the door of your mind.	I can't stop thinking about it || I have so many negative thoughts || I think it over and over again || I can't get over it	thoughts
82ca0448-0919-40bb-bbcf-9cf3035f366b	Jim Rohn	Excuses are the nails used to build a house of failure.		excuses
83db838d-fd9e-45cb-8560-3d254a03c3fc	Jim Rohn	You have two choices: You can make a living, or you can design a life.		
b2980b7c-621f-4400-8d30-401498deec2b	Jim Rohn	You cannot make progress without making decisions.		Decisions || progress
6812641b-1eaf-49a9-8427-3336b2807bea	Jim Rohn	Motivation alone is not enough. If you have an idiot and you motivate him, now you have a motivated idiot.		motivation
389e5b44-0a51-4139-9d4b-c5a6c2369fae	Jim Rohn	No one else “makes us angry.” We make ourselves angry when we surrender control of our attitude.	I feel so angry || They make me so angry	angry || control || surrender || attitude
3f13aad2-dea6-491b-8e0e-a9859b2b59d8	Jim Rohn	One of the greatest gifts you can give to anyone is the gift of your attention.		attention
4a2ef444-ff97-4e5b-8bd1-debd2715e3a6	Jim Rohn	If you really want to do something, you’ll find a way. If you don’t, you’ll find an excuse.		excuse
06870e04-52e6-473f-a827-34b769a608ad	Jim Rohn	The only way it gets better for you is when you get better. Better is not something you wish, it’s something you become.		
0ed8863c-6dfd-4a9b-b5fa-32325867b361	Jim Rohn	When you know what you want, and you want it bad enough, you will find a way to get it.		way
b7e04b27-2cc4-4063-be06-274a38436c84	Jim Rohn	All leaders are readers.		leaders || readers
c77e23f7-0c02-494a-8117-61839f2a4397	Jim Rohn	I used to blame everything outside of me for my lack of progress until I found that my problem was inside.		problem || blame
605cf71a-fcf5-495c-bb52-c9b71e814e17	Jim Rohn	What you become is far more important than what you get, as a result of all your efforts.		efforts
e31cfafd-779f-4e65-b34c-ddd05792d7b7	Jim Rohn	Without a sense of urgency, desire loses its value.		
1480b135-9ead-4b28-8203-d14363077959	Jim Rohn	To solve any problem, here are three questions to ask yourself: First, what could I do? Second, what could I read? And third, who could I ask?		problem
e5e26751-bf1a-458d-8595-45fd57b0cfd4	Les Brown	Someone's opinion of you does not have to become your reality.	people think I am worthless || I lost trust in my reality ||she insulted me || no one likes me || people don’t have good thoughts about me	reality
62a1a520-6c6f-494d-ba99-37bcf82e6ed5	Les Brown	Too many of us are not living our dreams because we are living our fears.	I want to live a life of my choice || I want to live the way I want || I want to have fun in life	fear || dreams
e58b2de6-86c0-470e-89b7-bc806e2f27a3	Les Brown	If you don’t program yourself, life will program you.	I am getting lazier day by day || What should I do to boost start myself? || I am losing control of myself	lazy
5f53f241-80de-4f42-96fd-a2788dd42c46	Les Brown	You don’t get in life what you want; you get in life what you are.	why do I never get what I want? || Can you give me a Lamborghini? || I want a palace || I want to rule the world || I want a million dollars || I want to become the president	desire
a9202da8-6e37-4ab0-a912-27ccc4d25e7d	Les Brown	Help others achieve their dreams and you will achieve yours.	I like helping people ||People ask help from me all the time || should I help people?	dream
e1ec9bc7-df43-4a86-a8a8-268369f120d0	Les Brown	It’s not over until you win.	I lost || I feel defeated || It is over || I quit || I give up	win || quit
aaa322db-d479-49e6-abef-eeb4adcd3605	Les Brown	You must be willing to do what others won’t do, to have what others won’t have.	I like everything others have || All my friends are rich but I am poor || I want to be better than others	
90e04c2b-8ea9-4014-aa5a-3aec48338642	Les Brown	I don’t know what you’re up against, I don’t know what you’re facing. But here’s what I do know: You’ve got something special, you’ve got greatness in you, and I know it’s possible that you can live your dream.	I am facing a lot of hurdles || People are getting against me || How should I escape from this mess? || I have a problem || I have lots of challenges || I am struggling	greatness || dream || special || depressed
6a6be77a-491e-4141-acb1-c9e57945cfa0	Les Brown	Too many of us are not living our dreams because we are living our fears.	Why can't I find the one thing I am good at? || It is very risky || what if I fail || what if I lose everything? || I want to live my dreams	fear
e5f44e42-2054-475f-b810-c0307781ff82	Les Brown	Life is a fight for territory and once you stop fighting for what you want, what you don’t want will automatically take over.	I am tired || I am struggling || I feel stuck || I want to give up || I want to quit	fight || tired || struggle || quite
1c30d143-9a3e-4ed9-ad1a-bb61eebe7a31	Les Brown	The greatest revenge is massive success.	How to make people jealous of me? || I feel betrayed || how to take revenge? || People are jealous of me || They hate me || People hurts me	revenge
892fd230-660a-4b0f-b329-57da4c025ed2	Les Brown	It’s necessary to get the losers out of your life if you want to live your dream.	what is a good company? || I want to avoid negative people || People hurts me || I want to stay away from toxic people || I want to live my dream || People say I cant do it || How to be happy? || I feel demotivated	demotivated || negative || hopeless || people
e79f6f84-e13c-4dc0-8669-10424dd3da96	Les Brown	People inspire you, or they drain you. Pick them wisely.	what is a good company? || I want to avoid negative people || People hurts me || I want to stay away from toxic people || I want to live my dream || People say I cant do it || How to be happy? || I feel demotivated	demotivated || negative || hopeless || people
cc8accf6-64af-4ac9-89c2-e1a8c7cd0065	Les Brown	If you set goals and go after them with all the determination you can muster, your gifts will take you places that will amaze you.	I am working hard || I want to accomplish my goals || I want to live an amazing life || I am determined	determination
be1de367-8d82-4eb9-b2b8-4bd4f3d74807	Les Brown	Review your goals twice every day in order to be focused on achieving them.	I lose focus || I lose track of time || I cannot concentrate on my goal, I get lost || How to be focused || I have lots of distractions	focused
47954f6f-6c46-4b1c-aaf0-671827bfc3bc	Les Brown	Align yourself with people you can learn from, people who want more out of life, people who are stretching and searching and seeking some higher ground in life.	My friends waste my time || I waste lot of time with friends || I hangout too much || How to be more curious? || How to be more excited?	motivated || success || people
3e72fe3a-8d78-4f52-8de7-3a10514b605f	Les Brown	The truth that will set men free, is the truth men don’t want to hear.	I admit my mistakes || It is the harsh reality || They think I am a liar || what is the truth? || Is it true?	truth
01ec8a2a-7407-4fab-9735-20d5ee8ddacc	Les Brown	You are the only real obstacle in your path to a fulfilling life.	what is a greatest obstacle between my goals? || What is stopping me? ||I have so many obstacles || I want fulfillment || I have negative thoughts || I have unhealthy thoughts	obstacle
8cf4b69a-f738-4eda-9393-66583add010a	Les Brown	Honour your commitments with integrity.	I can’t keep my commitments || I lie too much	commitments
cdd9ea9a-db26-4761-a557-090a9dd26ba6	Les Brown	Know your gifts and share them.	I want to help people || I feel thankful || I am god gifted	gift
f214efd0-0c83-4704-a4d1-5bd56de4aad5	Les Brown	You must have an emotional connection with your dreams and know why you want to accompalish them. When your why is big enough you will find your how.	I want to achieve my dream || How do I achieve my dream? || How to get motivated?	why || dream
708186fc-97c3-43cb-ab77-fa06b84b9a7a	Les Brown	You must see your goals clearly and specifically before you can set out for them.	I want to do something big || I should get started || I work without goals	
bbf58742-5bbd-49c5-b24a-1b217595eee5	Les Brown	In every day, there are 1,440 minutes. That means we have 1,440 daily opportunities to make a positive impact.	Time is too short || I am running out of time || I want to make positive contributions	time
837d7cfa-9331-49f4-976c-a929715b8b1b	Les Brown	Our ability to handle life’s challenges is a measure of our strength of character.	I lost my loved one || How do I get back up after collapse || I can't do it anymore || Life has knocked me to the ground || I am shattered	strength
197a0664-4350-4e38-85fd-9f2f2244d14b	Les Brown	Your level of belief in yourself will inevitably manifest itself in whatever you do.	I don’t trust myself || I have self-doubt || I always end up doing wrong || I am not good at anything || I don’t believe in myself	belief
60963c25-d442-4e11-8521-05c4f059f9c3	Les Brown	We have to live life with a sense of urgency so not a minute is wasted.	I waste a lot of my time || What should I do to secure my time? || I lose track of the time	time || waste
e0a8bad2-ef4a-4a99-9365-d496a1052428	Les Brown	Life has no limitations except the ones you make.	It is beyond my capacity || I have limits || It is too much for me || I can never do that || It is impossible	limitations
caee7ad5-2ff6-4e5f-ace4-6ac11d718849	Les Brown	Accept responsibility for your life. Know that it is you who will get you where you want to go, no one else.	I need support || No one helps me || Everybody is mean || Because of them I failed || because of it I cant do	responsibility
6ff9d700-37be-4210-b55c-fbecbc643e0a	Les Brown	All of us have made some mistakes in life. All of us have done some things that if we had them to do over again we wouldn’t do it again. That’s what you did then; if you won’t do it today and yet are still blaming yourself, you are picking on an innocent man.	I have a regret || I have a guilt || I have made many mistakes || I need to move on || How to forget the past?	mistakes || regret || guilt
5168d8c2-7b9b-4d83-9709-1ba957deac6c	Les Brown	One of the things that we know about life is that it is always changing. Sometimes you’re up; sometimes you’re down. Sometimes things go real well, and sometimes they don’t. Sometimes you’re happy and sometimes you’re sad. Now that’s that thing called life.	What is life? || tell me about life || I want to keep going	life || changing
e688a389-b201-4eea-8845-19bf47d8663b	Les Brown	During those down moments, that’s where the growth takes place. That’s where the work is.	I am feeling down || I don’t feel like doing anything || I do nothing worthy || I am feeling low	down
75f0edf7-5032-40c9-bf3b-430486e874cd	Les Brown	Anybody can feel good when they have their health, their bills are paid, they have happy relationships, the children are acting normal. Business is successful; anybody could be positive then. Anybody can have a larger vision then. Anybody can have faith under those kinds of circumstances. See, but the real challenge of growth mentally, emotionally, and spiritually comes when you get knocked down.	I don’t feel good || Nothing goes out well || life has knocked me || Life has been messed || Life has been screwed	struggle
f147f0de-e87c-441b-8c0d-3a2dc05bad96	Les Brown	Adversity introduces a man to himself or woman. How you handle it, that’s where the growth takes place.	How to handle adversity? || Adversities has fallen on me || I am facing constant bad luck || I am fighting against odds	adversity
bff7c376-45c9-4458-911f-404edfd8dcb7	Les Brown	Insanity is doing the same thing in the same way expecting a different outcome	I have dome a mistake again || I dont learn from mistakes || I repeat the mistakes	outcome
cb216010-80b1-41ae-bb23-969173148f04	Les Brown	During adversities, ask yourself - Am I going through it or am I growing through it? Am I bigger and better, because of it? Because it’s not going to leave you until you grow through it. Until you handle it with grace, it will stay in your face.	I am stuck || I want to get out of the mess || Problems seem to be never ending	adversity
86f83b30-b448-40e5-ab82-17f24b2dc19b	Les Brown	Life isn’t fair. Life just is. It’s not fair that birds eat worms and they do.	Life isn't fair to me || I have seen terrible things in life || Why only me?	unfair
c9a4e099-436b-48e6-8af0-bf1c17415639	Les Brown	Forgive and grow. You have to let that luggage go. You see your mind is just like the gas service station. You don’t go in there and just start pumping. When you push the lever up it clears the previous bill.	I can’t forget about him || How do I move on? || How to stop thinking of the past? || I have a regret	past || regret
